S. No,District Code,District,Block Code,Block Name,PC No.,PC Name,AC No.,AC Name,Gram Panchayat Code,Gram Panchayat
2761,306,Purba Bardhaman,2797,Ausgram-Ii,41,Bolpur ,273,Ausgram ,108488,Eral
2762,306,Purba Bardhaman,2797,Ausgram-Ii,41,Bolpur ,273,Ausgram ,108486,Amarpur
2763,306,Purba Bardhaman,2797,Ausgram-Ii,41,Bolpur ,273,Ausgram ,108491,Valki
2764,306,Purba Bardhaman,2797,Ausgram-Ii,41,Bolpur ,273,Ausgram ,108492,Vedia
2765,306,Purba Bardhaman,2797,Ausgram-Ii,41,Bolpur ,273,Ausgram ,108487,Debshala
2766,306,Purba Bardhaman,2797,Ausgram-Ii,41,Bolpur ,273,Ausgram ,108489,Kota
2767,306,Purba Bardhaman,2797,Ausgram-Ii,41,Bolpur ,273,Ausgram ,108490,Ramnagar
2768,306,Purba Bardhaman,2799,Bhatar,39,Bardhaman-Durgapur,267,Bhatar ,108501,Amarun-I
2769,306,Purba Bardhaman,2799,Bhatar,39,Bardhaman-Durgapur,267,Bhatar ,108504,Banpash
2770,306,Purba Bardhaman,2799,Bhatar,39,Bardhaman-Durgapur,267,Bhatar ,108510,Mahachanda
2771,306,Purba Bardhaman,2799,Bhatar,39,Bardhaman-Durgapur,267,Bhatar ,108508,Bolgona
2772,306,Purba Bardhaman,2799,Bhatar,39,Bardhaman-Durgapur,267,Bhatar ,108507,Bhatar
2773,306,Purba Bardhaman,2799,Bhatar,39,Bardhaman-Durgapur,267,Bhatar ,108503,Bamunara
2774,306,Purba Bardhaman,2799,Bhatar,39,Bardhaman-Durgapur,267,Bhatar ,108511,Mahata
2775,306,Purba Bardhaman,2799,Bhatar,39,Bardhaman-Durgapur,267,Bhatar ,108505,Barabeloon-I
2776,306,Purba Bardhaman,2799,Bhatar,39,Bardhaman-Durgapur,267,Bhatar ,108512,Nityanandapur
2777,306,Purba Bardhaman,2799,Bhatar,39,Bardhaman-Durgapur,267,Bhatar ,108513,Sahebganj-I
2778,306,Purba Bardhaman,2799,Bhatar,39,Bardhaman-Durgapur,267,Bhatar ,108502,Amarun-Ii
2779,306,Purba Bardhaman,2799,Bhatar,39,Bardhaman-Durgapur,267,Bhatar ,108509,Eruar
2780,306,Purba Bardhaman,2799,Bhatar,39,Bardhaman-Durgapur,267,Bhatar ,108514,Sahebganj-Ii
2781,306,Purba Bardhaman,2799,Bhatar,39,Bardhaman-Durgapur,267,Bhatar ,108506,Barabeloon-Ii
2782,306,Purba Bardhaman,2801,Burdwan-Ii,39,Bardhaman-Durgapur,266,Bardhaman Uttar ,108525,Baikunthapur-Ii
2783,306,Purba Bardhaman,2801,Burdwan-Ii,39,Bardhaman-Durgapur,266,Bardhaman Uttar ,108527,Barasul-I
2784,306,Purba Bardhaman,2801,Burdwan-Ii,39,Bardhaman-Durgapur,266,Bardhaman Uttar ,108524,Baikunthapur-I
2785,306,Purba Bardhaman,2801,Burdwan-Ii,39,Bardhaman-Durgapur,266,Bardhaman Uttar ,108529,Gobindapur
2786,306,Purba Bardhaman,2801,Burdwan-Ii,39,Bardhaman-Durgapur,266,Bardhaman Uttar ,108531,Nabastha-I
2787,306,Purba Bardhaman,2801,Burdwan-Ii,39,Bardhaman-Durgapur,266,Bardhaman Uttar ,108528,Barasul-Ii
2788,306,Purba Bardhaman,2801,Burdwan-Ii,39,Bardhaman-Durgapur,266,Bardhaman Uttar ,108530,Kurmun-Ii
2789,306,Purba Bardhaman,2801,Burdwan-Ii,39,Bardhaman-Durgapur,266,Bardhaman Uttar ,108532,Nabastha-Ii
2790,306,Purba Bardhaman,2801,Burdwan-Ii,39,Bardhaman-Durgapur,266,Bardhaman Uttar ,108526,Bandul-Ii
2791,306,Purba Bardhaman,2803,Galsi -I,39,Bardhaman-Durgapur,274,Galsi ,108541,Loapurkrishnarampur
2792,306,Purba Bardhaman,2803,Galsi -I,39,Bardhaman-Durgapur,274,Galsi ,108539,Budbud
2793,306,Purba Bardhaman,2803,Galsi -I,39,Bardhaman-Durgapur,274,Galsi ,108542,Loaramgopalpur
2794,306,Purba Bardhaman,2803,Galsi -I,39,Bardhaman-Durgapur,274,Galsi ,108540,Chaktentul
2795,306,Purba Bardhaman,2803,Galsi -I,39,Bardhaman-Durgapur,274,Galsi ,108545,Potna-Pursa
2796,306,Purba Bardhaman,2803,Galsi -I,39,Bardhaman-Durgapur,274,Galsi ,108547,Uchchagram
2797,306,Purba Bardhaman,2803,Galsi -I,39,Bardhaman-Durgapur,274,Galsi ,108544,Paraj
2798,306,Purba Bardhaman,2803,Galsi -I,39,Bardhaman-Durgapur,274,Galsi ,108546,Serorai
2799,306,Purba Bardhaman,2803,Galsi -I,39,Bardhaman-Durgapur,274,Galsi ,108543,Mankar
2800,306,Purba Bardhaman,2805,Jamal Pur,38,Bardhaman Purba ,262,Jamalpur ,108557,Abujhati-I
2801,306,Purba Bardhaman,2805,Jamal Pur,38,Bardhaman Purba ,262,Jamalpur ,108559,Ajhapur
2802,306,Purba Bardhaman,2805,Jamal Pur,38,Bardhaman Purba ,262,Jamalpur ,108566,Jyotsreeram
2803,306,Purba Bardhaman,2805,Jamal Pur,38,Bardhaman Purba ,262,Jamalpur ,108565,Jaugram
2804,306,Purba Bardhaman,2805,Jamal Pur,38,Bardhaman Purba ,262,Jamalpur ,108564,Jaragram
2805,306,Purba Bardhaman,2805,Jamal Pur,38,Bardhaman Purba ,262,Jamalpur ,108569,Paratal-Ii
2806,306,Purba Bardhaman,2805,Jamal Pur,38,Bardhaman Purba ,262,Jamalpur ,108560,Berugram
2807,306,Purba Bardhaman,2805,Jamal Pur,38,Bardhaman Purba ,262,Jamalpur ,108567,Panchrah
2808,306,Purba Bardhaman,2805,Jamal Pur,38,Bardhaman Purba ,262,Jamalpur ,108568,Paratal-I
2809,306,Purba Bardhaman,2805,Jamal Pur,38,Bardhaman Purba ,262,Jamalpur ,108562,Jamalpur-I
2810,306,Purba Bardhaman,2805,Jamal Pur,38,Bardhaman Purba ,262,Jamalpur ,108561,Chakdighi
2811,306,Purba Bardhaman,2805,Jamal Pur,38,Bardhaman Purba ,262,Jamalpur ,108558,Abujhati-Ii
2812,306,Purba Bardhaman,2805,Jamal Pur,38,Bardhaman Purba ,262,Jamalpur ,108563,Jamalpur-Ii
2813,306,Purba Bardhaman,2808,Kalna-I,38,Bardhaman Purba ,264,Kalna ,108589,Baghnapara
2814,306,Purba Bardhaman,2808,Kalna-I,38,Bardhaman Purba ,268,Purbasthali Dakshin ,108588,Atghoriasimlan
2815,306,Purba Bardhaman,2808,Kalna-I,38,Bardhaman Purba ,268,Purbasthali Dakshin ,108591,Dhatrigram
2816,306,Purba Bardhaman,2808,Kalna-I,38,Bardhaman Purba ,268,Purbasthali Dakshin ,108590,Begpur
2817,306,Purba Bardhaman,2808,Kalna-I,38,Bardhaman Purba ,268,Purbasthali Dakshin ,108596,Sultanpur
2818,306,Purba Bardhaman,2808,Kalna-I,38,Bardhaman Purba ,264,Kalna ,108592,Hatkalna
2819,306,Purba Bardhaman,2808,Kalna-I,38,Bardhaman Purba ,268,Purbasthali Dakshin ,108595,Nandai
2820,306,Purba Bardhaman,2808,Kalna-I,38,Bardhaman Purba ,268,Purbasthali Dakshin ,108593,Kankuria
2821,306,Purba Bardhaman,2808,Kalna-I,38,Bardhaman Purba ,264,Kalna ,108594,Krishnadevpur
2822,306,Purba Bardhaman,2807,Kalna Ii,38,Bardhaman Purba ,264,Kalna ,108580,Akalpaus
2823,306,Purba Bardhaman,2807,Kalna Ii,38,Bardhaman Purba ,264,Kalna ,108583,Baidyapur
2824,306,Purba Bardhaman,2807,Kalna Ii,38,Bardhaman Purba ,264,Kalna ,108582,Badla
2825,306,Purba Bardhaman,2807,Kalna Ii,38,Bardhaman Purba ,264,Kalna ,108586,Pindira
2826,306,Purba Bardhaman,2807,Kalna Ii,38,Bardhaman Purba ,264,Kalna ,108581,Anukhal
2827,306,Purba Bardhaman,2807,Kalna Ii,38,Bardhaman Purba ,264,Kalna ,108587,Satgachhi
2828,306,Purba Bardhaman,2807,Kalna Ii,38,Bardhaman Purba ,264,Kalna ,108584,Baradhamas
2829,306,Purba Bardhaman,2807,Kalna Ii,38,Bardhaman Purba ,264,Kalna ,108585,Kalyanpur
2830,306,Purba Bardhaman,2810,Katwa-I,38,Bardhaman Purba ,270,Katwa ,108612,Sudpur
2831,306,Purba Bardhaman,2810,Katwa-I,38,Bardhaman Purba ,270,Katwa ,108607,Karajgram
2832,306,Purba Bardhaman,2810,Katwa-I,38,Bardhaman Purba ,270,Katwa ,108606,Goai
2833,306,Purba Bardhaman,2810,Katwa-I,38,Bardhaman Purba ,270,Katwa ,108608,Khajurdihi
2834,306,Purba Bardhaman,2811,Katwa-Ii,38,Bardhaman Purba ,270,Katwa ,108613,Agradwip
2835,306,Purba Bardhaman,2811,Katwa-Ii,38,Bardhaman Purba ,270,Katwa ,108615,Jagadanandspur
2836,306,Purba Bardhaman,2811,Katwa-Ii,38,Bardhaman Purba ,270,Katwa ,108618,Singi
2837,306,Purba Bardhaman,2811,Katwa-Ii,38,Bardhaman Purba ,270,Katwa ,108617,Palsona
2838,306,Purba Bardhaman,2811,Katwa-Ii,38,Bardhaman Purba ,270,Katwa ,108619,Sreebati
2839,306,Purba Bardhaman,2811,Katwa-Ii,38,Bardhaman Purba ,270,Katwa ,108614,Gazipur
2840,306,Purba Bardhaman,2811,Katwa-Ii,38,Bardhaman Purba ,270,Katwa ,108616,Karui
2841,306,Purba Bardhaman,2813,Ketugram_I,41,Bolpur ,271,Ketugram ,108627,Agardanga
2842,306,Purba Bardhaman,2813,Ketugram_I,41,Bolpur ,271,Ketugram ,108632,Palita
2843,306,Purba Bardhaman,2813,Ketugram_I,41,Bolpur ,271,Ketugram ,108628,Ankhona
2844,306,Purba Bardhaman,2813,Ketugram_I,41,Bolpur ,271,Ketugram ,108634,Rajur
2845,306,Purba Bardhaman,2813,Ketugram_I,41,Bolpur ,271,Ketugram ,108633,Pandugram
2846,306,Purba Bardhaman,2813,Ketugram_I,41,Bolpur ,271,Ketugram ,108631,Murgram-Gopalpur
2847,306,Purba Bardhaman,2813,Ketugram_I,41,Bolpur ,271,Ketugram ,108629,Berugram
2848,306,Purba Bardhaman,2813,Ketugram_I,41,Bolpur ,271,Ketugram ,108630,Jyandas-Kandara
2849,306,Purba Bardhaman,2812,Ketugram-Ii,41,Bolpur ,271,Ketugram ,108624,Nabagram
2850,306,Purba Bardhaman,2812,Ketugram-Ii,41,Bolpur ,271,Ketugram ,108621,Gangatikuri
2851,306,Purba Bardhaman,2812,Ketugram-Ii,41,Bolpur ,271,Ketugram ,108620,Billeswar
2852,306,Purba Bardhaman,2812,Ketugram-Ii,41,Bolpur ,271,Ketugram ,108623,Maugram
2853,306,Purba Bardhaman,2812,Ketugram-Ii,41,Bolpur ,271,Ketugram ,108622,Ketugram
2854,306,Purba Bardhaman,2812,Ketugram-Ii,41,Bolpur ,271,Ketugram ,108625,Nirol
2855,306,Purba Bardhaman,2812,Ketugram-Ii,41,Bolpur ,271,Ketugram ,108626,Sitahati
2856,306,Purba Bardhaman,2814,Khandaghosh,37,Bishnupur ,259,Khandaghosh ,108642,Shankari-Ii
2857,306,Purba Bardhaman,2814,Khandaghosh,37,Bishnupur ,259,Khandaghosh ,108640,Sagrhai
2858,306,Purba Bardhaman,2814,Khandaghosh,37,Bishnupur ,259,Khandaghosh ,108638,Khandaghosh
2859,306,Purba Bardhaman,2814,Khandaghosh,37,Bishnupur ,259,Khandaghosh ,108637,Kaiarh
2860,306,Purba Bardhaman,2814,Khandaghosh,37,Bishnupur ,259,Khandaghosh ,108636,Gopalbera
2861,306,Purba Bardhaman,2814,Khandaghosh,37,Bishnupur ,259,Khandaghosh ,108635,Berugram
2862,306,Purba Bardhaman,2814,Khandaghosh,37,Bishnupur ,259,Khandaghosh ,108644,Ukhrid
2863,306,Purba Bardhaman,2814,Khandaghosh,37,Bishnupur ,259,Khandaghosh ,108643,Shashanga
2864,306,Purba Bardhaman,2814,Khandaghosh,37,Bishnupur ,259,Khandaghosh ,108639,Lodna
2865,306,Purba Bardhaman,2814,Khandaghosh,37,Bishnupur ,259,Khandaghosh ,108641,Shankari-I
2866,306,Purba Bardhaman,2815,Mangolkote,41,Bolpur ,272,Mangalkot ,108653,Lakhuria
2867,306,Purba Bardhaman,2815,Mangolkote,41,Bolpur ,272,Mangalkot ,108647,Gotistha
2868,306,Purba Bardhaman,2815,Mangolkote,41,Bolpur ,272,Mangalkot ,108649,Jhilu-Ii
2869,306,Purba Bardhaman,2815,Mangolkote,41,Bolpur ,272,Mangalkot ,108654,Majigram
2870,306,Purba Bardhaman,2815,Mangolkote,41,Bolpur ,272,Mangalkot ,108650,Kaichar-I
2871,306,Purba Bardhaman,2815,Mangolkote,41,Bolpur ,272,Mangalkot ,108646,Chanak
2872,306,Purba Bardhaman,2815,Mangolkote,41,Bolpur ,272,Mangalkot ,108652,Kshirgram
2873,306,Purba Bardhaman,2815,Mangolkote,41,Bolpur ,272,Mangalkot ,108651,Kaichar-Ii
2874,306,Purba Bardhaman,2815,Mangolkote,41,Bolpur ,272,Mangalkot ,108657,Paligram
2875,306,Purba Bardhaman,2815,Mangolkote,41,Bolpur ,272,Mangalkot ,108656,Nigan
2876,306,Purba Bardhaman,2815,Mangolkote,41,Bolpur ,272,Mangalkot ,108645,Bhalugram
2877,306,Purba Bardhaman,2815,Mangolkote,41,Bolpur ,272,Mangalkot ,108648,Jhilu-I
2878,306,Purba Bardhaman,2815,Mangolkote,41,Bolpur ,272,Mangalkot ,108658,Shimulia-I
2879,306,Purba Bardhaman,2815,Mangolkote,41,Bolpur ,272,Mangalkot ,108655,Mongalkot
2880,306,Purba Bardhaman,2815,Mangolkote,41,Bolpur ,272,Mangalkot ,108659,Shimulia-Ii
2881,306,Purba Bardhaman,2816,Manteswar,38,Bardhaman Purba ,269,Purbasthali Uttar ,108661,Bamunpara
2882,306,Purba Bardhaman,2816,Manteswar,38,Bardhaman Purba ,269,Purbasthali Uttar ,108670,Putsuri
2883,306,Purba Bardhaman,2816,Manteswar,38,Bardhaman Purba ,269,Purbasthali Uttar ,108667,Mamudpur-Ii
2884,306,Purba Bardhaman,2817,Memari-1,38,Bardhaman Purba ,265,Memari ,108679,Gop-Gantar-I
2885,306,Purba Bardhaman,2817,Memari-1,38,Bardhaman Purba ,265,Memari ,108673,Amadpur
2886,306,Purba Bardhaman,2817,Memari-1,38,Bardhaman Purba ,265,Memari ,108677,Debipur
2887,306,Purba Bardhaman,2817,Memari-1,38,Bardhaman Purba ,265,Memari ,108674,Bagila
2888,306,Purba Bardhaman,2817,Memari-1,38,Bardhaman Purba ,265,Memari ,108682,Nimo-Ii
2889,306,Purba Bardhaman,2817,Memari-1,38,Bardhaman Purba ,265,Memari ,108681,Nimo-I
2890,306,Purba Bardhaman,2817,Memari-1,38,Bardhaman Purba ,265,Memari ,108680,Gop-Gantar-Ii
2891,306,Purba Bardhaman,2817,Memari-1,38,Bardhaman Purba ,265,Memari ,108678,Durgapur
2892,306,Purba Bardhaman,2817,Memari-1,38,Bardhaman Purba ,265,Memari ,108675,Daluibazar-I
2893,306,Purba Bardhaman,2817,Memari-1,38,Bardhaman Purba ,265,Memari ,108676,Daluibazar-Ii
2894,306,Purba Bardhaman,2818,Memari-Ii,38,Bardhaman Purba ,265,Memari ,108689,Kuchut
2895,306,Purba Bardhaman,2818,Memari-Ii,38,Bardhaman Purba ,265,Memari ,108691,Satgachhia-Ii
2896,306,Purba Bardhaman,2821,Purbasthali-I,38,Bardhaman Purba ,268,Purbasthali Dakshin ,108709,Nadanghat
2897,306,Purba Bardhaman,2821,Purbasthali-I,38,Bardhaman Purba ,268,Purbasthali Dakshin ,108706,Bogpur
2898,306,Purba Bardhaman,2821,Purbasthali-I,38,Bardhaman Purba ,269,Purbasthali Uttar ,108707,Dogachhia
2899,306,Purba Bardhaman,2821,Purbasthali-I,38,Bardhaman Purba ,269,Purbasthali Uttar ,108708,Jahannagar
2900,306,Purba Bardhaman,2821,Purbasthali-I,38,Bardhaman Purba ,268,Purbasthali Dakshin ,108712,Sreerampur
2901,306,Purba Bardhaman,2821,Purbasthali-I,38,Bardhaman Purba ,268,Purbasthali Dakshin ,108711,Samudragarh
2902,306,Purba Bardhaman,2821,Purbasthali-I,38,Bardhaman Purba ,268,Purbasthali Dakshin ,108710,Nasratpur
2903,306,Purba Bardhaman,2822,Purbasthali-Ii,38,Bardhaman Purba ,269,Purbasthali Uttar ,108716,Majdia
2904,306,Purba Bardhaman,2822,Purbasthali-Ii,38,Bardhaman Purba ,269,Purbasthali Uttar ,108715,Kalekhantala-Ii
2905,306,Purba Bardhaman,2822,Purbasthali-Ii,38,Bardhaman Purba ,269,Purbasthali Uttar ,108721,Pilla
2906,306,Purba Bardhaman,2822,Purbasthali-Ii,38,Bardhaman Purba ,269,Purbasthali Uttar ,108718,Muksimpara
2907,306,Purba Bardhaman,2822,Purbasthali-Ii,38,Bardhaman Purba ,269,Purbasthali Uttar ,108720,Patuli
2908,306,Purba Bardhaman,2822,Purbasthali-Ii,38,Bardhaman Purba ,269,Purbasthali Uttar ,108714,Kalekhantala-I
2909,306,Purba Bardhaman,2822,Purbasthali-Ii,38,Bardhaman Purba ,269,Purbasthali Uttar ,108717,Mertala
2910,306,Purba Bardhaman,2822,Purbasthali-Ii,38,Bardhaman Purba ,269,Purbasthali Uttar ,108719,Nimdaha
2911,306,Purba Bardhaman,2822,Purbasthali-Ii,38,Bardhaman Purba ,269,Purbasthali Uttar ,108722,Purbasthali
2912,306,Purba Bardhaman,2822,Purbasthali-Ii,38,Bardhaman Purba ,269,Purbasthali Uttar ,108713,Jhaudanga
2913,306,Purba Bardhaman,2823,Raina-I,38,Bardhaman Purba ,261,Raina ,108725,Narugram
2914,306,Purba Bardhaman,2823,Raina-I,38,Bardhaman Purba ,261,Raina ,108730,Shyamsundar
2915,306,Purba Bardhaman,2823,Raina-I,38,Bardhaman Purba ,262,Jamalpur ,108724,Mugura
2916,306,Purba Bardhaman,2823,Raina-I,38,Bardhaman Purba ,261,Raina ,108729,Sehara
2917,306,Purba Bardhaman,2823,Raina-I,38,Bardhaman Purba ,261,Raina ,108723,Hijalna
2918,306,Purba Bardhaman,2823,Raina-I,38,Bardhaman Purba ,261,Raina ,108726,Natu
2919,306,Purba Bardhaman,2823,Raina-I,38,Bardhaman Purba ,261,Raina ,108727,Palsona
2920,306,Purba Bardhaman,2823,Raina-I,38,Bardhaman Purba ,261,Raina ,108728,Rayna
2921,306,Purba Bardhaman,2824,Raina-Ii,38,Bardhaman Purba ,261,Raina ,108732,Barabainan
2922,306,Purba Bardhaman,2824,Raina-Ii,38,Bardhaman Purba ,261,Raina ,108738,Uchalan
2923,306,Purba Bardhaman,2824,Raina-Ii,38,Bardhaman Purba ,261,Raina ,108735,Pahalanpur
2924,306,Purba Bardhaman,2824,Raina-Ii,38,Bardhaman Purba ,261,Raina ,108731,Arui
2925,306,Purba Bardhaman,2824,Raina-Ii,38,Bardhaman Purba ,261,Raina ,108733,Gotan
2926,306,Purba Bardhaman,2824,Raina-Ii,38,Bardhaman Purba ,261,Raina ,108734,Kaiti
2927,306,Purba Bardhaman,2824,Raina-Ii,38,Bardhaman Purba ,261,Raina ,108737,Painta-Ii
2928,306,Purba Bardhaman,2824,Raina-Ii,38,Bardhaman Purba ,261,Raina ,108736,Painta-I
2929,321,Purulia,3044,Arsha,35,Purulia,239,Balarampur,110955,Hensla
2930,321,Purulia,3045,Bagmundi,35,Purulia,240,Baghmundi ,110960,Ajodhya
2931,321,Purulia,3045,Bagmundi,35,Purulia,240,Baghmundi ,110967,Tunturi-Suisa
2932,321,Purulia,3045,Bagmundi,35,Purulia,240,Baghmundi ,110961,Baghmundi
2933,321,Purulia,3045,Bagmundi,35,Purulia,240,Baghmundi ,110963,Burda-Kalimati
2934,321,Purulia,3045,Bagmundi,35,Purulia,240,Baghmundi ,110964,Matha
2935,321,Purulia,3045,Bagmundi,35,Purulia,240,Baghmundi ,110966,Sindri
2936,321,Purulia,3045,Bagmundi,35,Purulia,240,Baghmundi ,110965,Serengdih
2937,321,Purulia,3045,Bagmundi,35,Purulia,240,Baghmundi ,110962,Beergram
2938,321,Purulia,3046,Balarampur,35,Purulia,239,Balarampur,110971,Darda
2939,321,Purulia,3046,Balarampur,35,Purulia,239,Balarampur,110974,Tentlow
2940,321,Purulia,3046,Balarampur,35,Purulia,239,Balarampur,110973,Ghatbera-Kerowa
2941,321,Purulia,3046,Balarampur,35,Purulia,239,Balarampur,110970,Bela
2942,321,Purulia,3046,Balarampur,35,Purulia,239,Balarampur,110969,Baraurma
2943,321,Purulia,3046,Balarampur,35,Purulia,239,Balarampur,110972,Genrua
2944,321,Purulia,3047,Barabazar,33,Jhargram ,238,Bandwan ,110979,Bhagabandh
2945,321,Purulia,3047,Barabazar,33,Jhargram ,238,Bandwan ,110982,Sindri
2946,321,Purulia,3047,Barabazar,33,Jhargram ,238,Bandwan ,110984,Tumrasole
2947,321,Purulia,3047,Barabazar,33,Jhargram ,238,Bandwan ,110981,Latpada
2948,321,Purulia,3047,Barabazar,33,Jhargram ,238,Bandwan ,110983,Sukurhutu
2949,321,Purulia,3047,Barabazar,33,Jhargram ,238,Bandwan ,110980,Dhelatbamu
2950,321,Purulia,3047,Barabazar,33,Jhargram ,238,Bandwan ,110976,Bansbera
2951,321,Purulia,3047,Barabazar,33,Jhargram ,238,Bandwan ,110978,Berada
2952,321,Purulia,3047,Barabazar,33,Jhargram ,238,Bandwan ,110977,Barabazar
2953,321,Purulia,3047,Barabazar,33,Jhargram ,238,Bandwan ,110975,Banjora
2954,321,Purulia,3048,Bundwan,33,Jhargram ,238,Bandwan ,110990,Kuilapal
2955,321,Purulia,3048,Bundwan,33,Jhargram ,238,Bandwan ,110989,Kuchia
2956,321,Purulia,3048,Bundwan,33,Jhargram ,238,Bandwan ,110985,Bandwan
2957,321,Purulia,3048,Bundwan,33,Jhargram ,238,Bandwan ,110986,Chirudih
2958,321,Purulia,3048,Bundwan,33,Jhargram ,238,Bandwan ,110991,Kumra
2959,321,Purulia,3048,Bundwan,33,Jhargram ,238,Bandwan ,110992,Supudih
2960,321,Purulia,3048,Bundwan,33,Jhargram ,238,Bandwan ,110987,Dhadka
2961,321,Purulia,3048,Bundwan,33,Jhargram ,238,Bandwan ,110988,Gurur
2962,321,Purulia,3050,Jaipur,35,Purulia,241,Joypur,111003,Baragram
2963,321,Purulia,3050,Jaipur,35,Purulia,241,Joypur,111005,Joypur
2964,321,Purulia,3050,Jaipur,35,Purulia,241,Joypur,111006,Mukundapur
2965,321,Purulia,3050,Jaipur,35,Purulia,241,Joypur,111007,Ropo
2966,321,Purulia,3050,Jaipur,35,Purulia,241,Joypur,111008,Sidhi-Jamra
2967,321,Purulia,3050,Jaipur,35,Purulia,241,Joypur,111004,Ghagra
2968,321,Purulia,3050,Jaipur,35,Purulia,241,Joypur,111009,Upankahan
2969,321,Purulia,3051,Jhalda-I,35,Purulia,240,Baghmundi ,111016,Mathari-Khamar
2970,321,Purulia,3051,Jhalda-I,35,Purulia,240,Baghmundi ,111010,Hensahatu
2971,321,Purulia,3051,Jhalda-I,35,Purulia,240,Baghmundi ,111015,Marumosina
2972,321,Purulia,3051,Jhalda-I,35,Purulia,240,Baghmundi ,111013,Jhalda-Darda
2973,321,Purulia,3051,Jhalda-I,35,Purulia,240,Baghmundi ,111012,Ilu-Jargo
2974,321,Purulia,3051,Jhalda-I,35,Purulia,240,Baghmundi ,111019,Tulin
2975,321,Purulia,3051,Jhalda-I,35,Purulia,240,Baghmundi ,111014,Kalma
2976,321,Purulia,3051,Jhalda-I,35,Purulia,240,Baghmundi ,111011,Ichag
2977,321,Purulia,3051,Jhalda-I,35,Purulia,240,Baghmundi ,111018,Pusti
2978,321,Purulia,3051,Jhalda-I,35,Purulia,240,Baghmundi ,111017,Noyadih
2979,321,Purulia,3052,Jhalda-Ii,35,Purulia,241,Joypur,111024,Hirapuradardih
2980,321,Purulia,3052,Jhalda-Ii,35,Purulia,241,Joypur,111028,Tatuara
2981,321,Purulia,3052,Jhalda-Ii,35,Purulia,241,Joypur,111020,Bamniya-Belyadih
2982,321,Purulia,3052,Jhalda-Ii,35,Purulia,241,Joypur,111025,Majhidih
2983,321,Purulia,3052,Jhalda-Ii,35,Purulia,241,Joypur,111026,Nowahatu
2984,321,Purulia,3052,Jhalda-Ii,35,Purulia,241,Joypur,111023,Chitmu
2985,321,Purulia,3052,Jhalda-Ii,35,Purulia,241,Joypur,111021,Begunkodar
2986,321,Purulia,3052,Jhalda-Ii,35,Purulia,241,Joypur,111022,Chekya
2987,321,Purulia,3052,Jhalda-Ii,35,Purulia,241,Joypur,111027,Rigid
2988,321,Purulia,3053,Kashipur,35,Purulia,244,Kashipur ,111037,Manihara
2989,321,Purulia,3053,Kashipur,35,Purulia,244,Kashipur ,111029,Agardi-Chitra
2990,321,Purulia,3053,Kashipur,35,Purulia,244,Kashipur ,111032,Gagnabad
2991,321,Purulia,3053,Kashipur,35,Purulia,244,Kashipur ,111038,Rangamati-Ranjandih
2992,321,Purulia,3053,Kashipur,35,Purulia,244,Kashipur ,111033,Gorandih
2993,321,Purulia,3053,Kashipur,35,Purulia,244,Kashipur ,111041,Sonathali
2994,321,Purulia,3053,Kashipur,35,Purulia,244,Kashipur ,111040,Sonaijuri
2995,321,Purulia,3053,Kashipur,35,Purulia,244,Kashipur ,111036,Kashipur
2996,321,Purulia,3053,Kashipur,35,Purulia,244,Kashipur ,111030,Barrah
2997,321,Purulia,3053,Kashipur,35,Purulia,244,Kashipur ,111039,Simla-Dhanara
2998,321,Purulia,3053,Kashipur,35,Purulia,244,Kashipur ,111031,Beko
2999,321,Purulia,3053,Kashipur,35,Purulia,244,Kashipur ,111035,Kalidaha
3000,321,Purulia,3053,Kashipur,35,Purulia,244,Kashipur ,111034,Hadalda-Uparrah
3001,321,Purulia,3054,Manbazar-I,35,Purulia,243,Manbazar ,111051,Manbazar
3002,321,Purulia,3054,Manbazar-I,35,Purulia,243,Manbazar ,111043,Baramasya-Ramnagar
3003,321,Purulia,3054,Manbazar-I,35,Purulia,243,Manbazar ,111048,Gopalnagar
3004,321,Purulia,3054,Manbazar-I,35,Purulia,243,Manbazar ,111045,Bisri
3005,321,Purulia,3054,Manbazar-I,35,Purulia,243,Manbazar ,111046,Chandra-Pairachali
3006,321,Purulia,3054,Manbazar-I,35,Purulia,243,Manbazar ,111050,Kamtajangidiri
3007,321,Purulia,3054,Manbazar-I,35,Purulia,243,Manbazar ,111047,Dhanarah
3008,321,Purulia,3054,Manbazar-I,35,Purulia,243,Manbazar ,111042,Bamnimajhihira
3009,321,Purulia,3054,Manbazar-I,35,Purulia,243,Manbazar ,111049,Jitujuri
3010,321,Purulia,3054,Manbazar-I,35,Purulia,243,Manbazar ,111044,Bhalubasa
3011,321,Purulia,3055,Manbazar-Ii,33,Jhargram ,238,Bandwan ,111052,Ankrobarakadam
3012,321,Purulia,3055,Manbazar-Ii,33,Jhargram ,238,Bandwan ,111053,Bargoria-Jamtoria
3013,321,Purulia,3055,Manbazar-Ii,33,Jhargram ,238,Bandwan ,111058,Kumari
3014,321,Purulia,3055,Manbazar-Ii,33,Jhargram ,238,Bandwan ,111056,Buribandh
3015,321,Purulia,3055,Manbazar-Ii,33,Jhargram ,238,Bandwan ,111054,Bari-Jagda
3016,321,Purulia,3055,Manbazar-Ii,33,Jhargram ,238,Bandwan ,111057,Dighi
3017,321,Purulia,3055,Manbazar-Ii,33,Jhargram ,238,Bandwan ,111055,Borojaragara
